,Variable,Value,model
36,Certificat IP,IP68,Apple iPhone 17 Pro Max 256 Go Orange
37,Antichoc,,Apple iPhone 17 Pro Max 256 Go Orange
38,Reproduction sonore,Stéréo,Apple iPhone 17 Pro Max 256 Go Orange
39,Aimant MagSafe,,Apple iPhone 17 Pro Max 256 Go Orange
40,Catégorie de vitesse,Excellent,Apple iPhone 17 Pro Max 256 Go Orange
41,Processeur,Puce A19 Pro Bionic,Apple iPhone 17 Pro Max 256 Go Orange
42,Capacité totale de stockage,256 Go,Apple iPhone 17 Pro Max 256 Go Orange
43,Mémoire vive (RAM),12 Go,Apple iPhone 17 Pro Max 256 Go Orange
44,Lecteur de carte mémoire,,Apple iPhone 17 Pro Max 256 Go Orange
45,Déverrouillé,,Apple iPhone 17 Pro Max 256 Go Orange
46,Double SIM,,Apple iPhone 17 Pro Max 256 Go Orange
47,Contenu tiroir carte SIM,Un emplacement carte SIM et un emplacement pour une carte SIM numérique (eSim),Apple iPhone 17 Pro Max 256 Go Orange
48,Qualité de la caméra,Excellent,Apple iPhone 17 Pro Max 256 Go Orange
49,Nombre d'objectifs de la caméra arrière,3,Apple iPhone 17 Pro Max 256 Go Orange
50,Caméra intégrée,,Apple iPhone 17 Pro Max 256 Go Orange
51,Nombre total de mégapixels,48 Mpx,Apple iPhone 17 Pro Max 256 Go Orange
52,Mise au point automatique,,Apple iPhone 17 Pro Max 256 Go Orange
53,Type de mise au point automatique,Détection de phase autofocus,Apple iPhone 17 Pro Max 256 Go Orange
54,Fonction vidéo,,Apple iPhone 17 Pro Max 256 Go Orange
55,Qualité d'enregistrement vidéo,4K @ 120 fps,Apple iPhone 17 Pro Max 256 Go Orange
56,Flash arrière,,Apple iPhone 17 Pro Max 256 Go Orange
57,Type d'objectif,Standard,Apple iPhone 17 Pro Max 256 Go Orange
58,Type de stabilisation d'image,Stabilisation optique de l'image,Apple iPhone 17 Pro Max 256 Go Orange
59,Diaphragme,"1,78",Apple iPhone 17 Pro Max 256 Go Orange
60,Type de flash,Dual LED avec True Tone,Apple iPhone 17 Pro Max 256 Go Orange
61,Caméra compatible avec la technologie HDR,,Apple iPhone 17 Pro Max 256 Go Orange
62,Type de capteur d'image,"1/1.28""",Apple iPhone 17 Pro Max 256 Go Orange
63,Deuxième appareil Photo arrière,,Apple iPhone 17 Pro Max 256 Go Orange
64,Type objectif appareil photo arrière 2,Grand angle,Apple iPhone 17 Pro Max 256 Go Orange
65,Nombre de mégapixels de la deuxième caméra arrière,48 Mpx,Apple iPhone 17 Pro Max 256 Go Orange
66,Diaphragme fixe de la deuxième caméra arrière,"2,2",Apple iPhone 17 Pro Max 256 Go Orange
67,Type de stabilisation d'image de la deuxième caméra arrière,Pas de stabilisation d'image,Apple iPhone 17 Pro Max 256 Go Orange
68,Mise au point automatique deuxième caméra au dos,,Apple iPhone 17 Pro Max 256 Go Orange
69,Type autofocus tweede camera achterkant,Détection de phase autofocus,Apple iPhone 17 Pro Max 256 Go Orange
70,Fonction zoom optique deuxième caméra au dos,,Apple iPhone 17 Pro Max 256 Go Orange
71,Troisième caméra arrière,,Apple iPhone 17 Pro Max 256 Go Orange
72,Type d'objectif caméra arrière 3,Téléobjectif,Apple iPhone 17 Pro Max 256 Go Orange
73,Nombre de mégapixels troisième caméra arrière,48 Mpx,Apple iPhone 17 Pro Max 256 Go Orange
74,Ouverture fixe du diaphragme de la troisième caméra arrière,"2,8",Apple iPhone 17 Pro Max 256 Go Orange
75,Mise au point automatique troisième caméra au dos,,Apple iPhone 17 Pro Max 256 Go Orange
76,Type autofocus derde camera achterkant,Détection de phase autofocus,Apple iPhone 17 Pro Max 256 Go Orange
77,Type de stabilisation optique troisième caméra arrière,Stabilisation d'image optique,Apple iPhone 17 Pro Max 256 Go Orange
78,Fonction zoom optique troisième caméra au dos,,Apple iPhone 17 Pro Max 256 Go Orange
79,Zoom optique sur la troisième caméra arrière,4,Apple iPhone 17 Pro Max 256 Go Orange
80,Quatrième caméra au dos,,Apple iPhone 17 Pro Max 256 Go Orange
81,Cinquième appareil photo à l'arrière,,Apple iPhone 17 Pro Max 256 Go Orange
82,Caméra avant,,Apple iPhone 17 Pro Max 256 Go Orange
83,Type de caméra avant,Dans l'écran,Apple iPhone 17 Pro Max 256 Go Orange
84,Nombre de mégapixels appareil photo avant,18 Mpx,Apple iPhone 17 Pro Max 256 Go Orange
85,Diaphragme fixe de la caméra avant,"1,9",Apple iPhone 17 Pro Max 256 Go Orange
86,Type de stabilisation d'image caméra avant,Stabilisation optique de l'image,Apple iPhone 17 Pro Max 256 Go Orange
87,Flash avant,,Apple iPhone 17 Pro Max 256 Go Orange
88,Deuxième caméra avant,,Apple iPhone 17 Pro Max 256 Go Orange
89,Diagonale de l'écran,"6,9 p",Apple iPhone 17 Pro Max 256 Go Orange
90,Screen-to-body-ratio,"94,25 %",Apple iPhone 17 Pro Max 256 Go Orange
91,Qualité écran,Excellent,Apple iPhone 17 Pro Max 256 Go Orange
92,Pliable,,Apple iPhone 17 Pro Max 256 Go Orange
93,Taux de rafraîchissement,120 Hz,Apple iPhone 17 Pro Max 256 Go Orange
94,Densité de pixels,460 ppp,Apple iPhone 17 Pro Max 256 Go Orange
95,LED de notification,,Apple iPhone 17 Pro Max 256 Go Orange
96,Écran tactile,,Apple iPhone 17 Pro Max 256 Go Orange
97,Netteté,Super Retina XDR,Apple iPhone 17 Pro Max 256 Go Orange
98,Type d'écran,OLED,Apple iPhone 17 Pro Max 256 Go Orange
99,Antigriffes,,Apple iPhone 17 Pro Max 256 Go Orange
100,Gorilla Glass,,Apple iPhone 17 Pro Max 256 Go Orange
101,Coup de pouce pour votre HDR,,Apple iPhone 17 Pro Max 256 Go Orange
102,Type HDR,"Dolby Vision, HDR10",Apple iPhone 17 Pro Max 256 Go Orange
103,Capacité batterie/pile,5088 mAh,Apple iPhone 17 Pro Max 256 Go Orange
104,Fonction charge rapide,,Apple iPhone 17 Pro Max 256 Go Orange
105,Type de charge rapide,Power Delivery 3.0,Apple iPhone 17 Pro Max 256 Go Orange
106,Batterie chargée en 30 minutes,Entre 51 % et 60 %,Apple iPhone 17 Pro Max 256 Go Orange
107,Vitesse de chargement,Moyen,Apple iPhone 17 Pro Max 256 Go Orange
108,Puissance filaire charge rapide,40 W,Apple iPhone 17 Pro Max 256 Go Orange
109,Recharge sans fil,,Apple iPhone 17 Pro Max 256 Go Orange
110,Puissance charge rapide sans fil,25 W,Apple iPhone 17 Pro Max 256 Go Orange
111,Pour charger d'autres appareils sans fil,,Apple iPhone 17 Pro Max 256 Go Orange
112,Accu/batterie interchangeable,,Apple iPhone 17 Pro Max 256 Go Orange
113,Options de connexion internet,4G et 5G,Apple iPhone 17 Pro Max 256 Go Orange
114,Wi-Fi intégré,,Apple iPhone 17 Pro Max 256 Go Orange
115,Standard Wi-Fi,"Wi-Fi B (Wi-Fi 2), Wi-Fi G (Wi-Fi 3), Wireless A (Wifi 2), Wireless AC (Wi-Fi 5), Wireless AX (Wi-Fi 6), Wireless AXE (Wifi 6E), Wireless B (Wifi 1), Wireless BE (Wifi 7), Wireless N (Wi-Fi 4)",Apple iPhone 17 Pro Max 256 Go Orange
116,Bluetooth,,Apple iPhone 17 Pro Max 256 Go Orange
117,Version Bluetooth,6.0,Apple iPhone 17 Pro Max 256 Go Orange
118,NFC,,Apple iPhone 17 Pro Max 256 Go Orange
119,Connexion casque audio,,Apple iPhone 17 Pro Max 256 Go Orange
120,Connexion USB,,Apple iPhone 17 Pro Max 256 Go Orange
121,Type de port USB,USB-C,Apple iPhone 17 Pro Max 256 Go Orange
122,Connexion Lightning,,Apple iPhone 17 Pro Max 256 Go Orange
123,Compatible avec Samsung DeX,,Apple iPhone 17 Pro Max 256 Go Orange
124,Bouton d'accueil,,Apple iPhone 17 Pro Max 256 Go Orange
125,Capteur d'empreintes digitales/identité,,Apple iPhone 17 Pro Max 256 Go Orange
126,Reconnaissance faciale,,Apple iPhone 17 Pro Max 256 Go Orange
127,Accéléromètre,,Apple iPhone 17 Pro Max 256 Go Orange
128,Capteur de lumière,,Apple iPhone 17 Pro Max 256 Go Orange
129,Boussole,,Apple iPhone 17 Pro Max 256 Go Orange
130,Podomètre,,Apple iPhone 17 Pro Max 256 Go Orange
131,Capteur GPS,,Apple iPhone 17 Pro Max 256 Go Orange
0,price,"€ 659,-",Apple iPhone 15 128 Go Noir
1,Format téléphone portable,Moyen,Apple iPhone 15 128 Go Noir
2,Qualité de la caméra,Très bien,Apple iPhone 15 128 Go Noir
3,Catégorie de vitesse,Bon,Apple iPhone 15 128 Go Noir
4,Qualité écran,Très bien,Apple iPhone 15 128 Go Noir
5,Capacité totale de stockage,128 Go,Apple iPhone 15 128 Go Noir
6,Vitesse de chargement,Moyen,Apple iPhone 15 128 Go Noir
7,Année d'introduction,2023,Apple iPhone 15 128 Go Noir
8,Diagonale de l'écran,"6,1 p",Apple iPhone 15 128 Go Noir
9,Produit,935188,Apple iPhone 15 128 Go Noir
10,Code du fabricant,MTP03ZD/A,Apple iPhone 15 128 Go Noir
11,Marque,Apple,Apple iPhone 15 128 Go Noir
12,Garantie,2 ans,Apple iPhone 15 128 Go Noir
13,Traitement du défaut,Via Coolblue,Apple iPhone 15 128 Go Noir
14,Type de GSM,Smartphone,Apple iPhone 15 128 Go Noir
15,Utilisation recommandée,"Gaming, Internet, réseaux sociaux et jeux simples, Passer des appels et WhatsApp, Prendre des photos et faire des vidéos, Regarder des films et des séries, Retouche photo, Utilisation professionnelle",Apple iPhone 15 128 Go Noir
16,Bundle comprenant,Pas d'accessoires,Apple iPhone 15 128 Go Noir
17,Valeur et catégorie SAT,"1,0 W/kg (C)",Apple iPhone 15 128 Go Noir
18,Année d'introduction,2023,Apple iPhone 15 128 Go Noir
19,Mois de lancement,Septembre,Apple iPhone 15 128 Go Noir
20,Système d'exploitation,iOS,Apple iPhone 15 128 Go Noir
21,Version iOS à l'introduction,iOS 17,Apple iPhone 15 128 Go Noir
22,Mise à jour vers version iOS possible,iOS 26,Apple iPhone 15 128 Go Noir
23,Version iOs la plus récente,,Apple iPhone 15 128 Go Noir
24,Le nombre prévu de mises à jour iOS,3,Apple iPhone 15 128 Go Noir
25,Évaluation sur le nombre de mises à jour iOS restantes,Très bien,Apple iPhone 15 128 Go Noir
26,Fréquence prévue des mises à jour de sécurité,Tous les trimestres,Apple iPhone 15 128 Go Noir
27,Date prévue de la dernière mise à jour de sécurité,Septembre 2028,Apple iPhone 15 128 Go Noir
28,Évaluation sur les mises à jour de sécurité restantes,Excellent,Apple iPhone 15 128 Go Noir
29,Évaluation politique de mise à jour,Très bien,Apple iPhone 15 128 Go Noir
30,Format téléphone portable,Moyen,Apple iPhone 15 128 Go Noir
31,Hauteur,"14,76 cm",Apple iPhone 15 128 Go Noir
32,Largeur,"7,16 cm",Apple iPhone 15 128 Go Noir
33,Profondeur,"0,78 cm",Apple iPhone 15 128 Go Noir
34,Poids,171 g,Apple iPhone 15 128 Go Noir
35,Couleur,Noir,Apple iPhone 15 128 Go Noir
36,Certificat IP,IP68,Apple iPhone 15 128 Go Noir
37,Antichoc,,Apple iPhone 15 128 Go Noir
38,Reproduction sonore,Stéréo,Apple iPhone 15 128 Go Noir
39,Aimant MagSafe,,Apple iPhone 15 128 Go Noir
40,Catégorie de vitesse,Bon,Apple iPhone 15 128 Go Noir
41,Processeur,Puce A16 Bionic,Apple iPhone 15 128 Go Noir
42,Nombre de coeurs du processeur primaire,Hexa Core (6),Apple iPhone 15 128 Go Noir
43,Capacité totale de stockage,128 Go,Apple iPhone 15 128 Go Noir
44,Mémoire vive (RAM),6 Go,Apple iPhone 15 128 Go Noir
45,Lecteur de carte mémoire,,Apple iPhone 15 128 Go Noir
46,Déverrouillé,,Apple iPhone 15 128 Go Noir
47,Double SIM,,Apple iPhone 15 128 Go Noir
48,Contenu tiroir carte SIM,Un emplacement carte SIM et un emplacement pour une carte SIM numérique (eSim),Apple iPhone 15 128 Go Noir
49,Le blocage régional Samsung,,Apple iPhone 15 128 Go Noir
50,Qualité de la caméra,Très bien,Apple iPhone 15 128 Go Noir
51,Nombre d'objectifs de la caméra arrière,2,Apple iPhone 15 128 Go Noir
52,Caméra intégrée,,Apple iPhone 15 128 Go Noir
53,Nombre total de mégapixels,48 Mpx,Apple iPhone 15 128 Go Noir
54,Mise au point automatique,,Apple iPhone 15 128 Go Noir
55,Type de mise au point automatique,Détection de phase autofocus,Apple iPhone 15 128 Go Noir
56,Fonction vidéo,,Apple iPhone 15 128 Go Noir
57,Qualité d'enregistrement vidéo,4K @ 60 fps,Apple iPhone 15 128 Go Noir
58,Flash arrière,,Apple iPhone 15 128 Go Noir
59,Type d'objectif,Standard,Apple iPhone 15 128 Go Noir
60,Type de stabilisation d'image,Stabilisation optique de l'image,Apple iPhone 15 128 Go Noir
61,Diaphragme,"1,6",Apple iPhone 15 128 Go Noir
62,Type de flash,Dual LED,Apple iPhone 15 128 Go Noir
63,Caméra compatible avec la technologie HDR,,Apple iPhone 15 128 Go Noir
64,Type de capteur d'image,"1/1.56""",Apple iPhone 15 128 Go Noir
65,Deuxième appareil Photo arrière,,Apple iPhone 15 128 Go Noir
66,Type objectif appareil photo arrière 2,Grand angle,Apple iPhone 15 128 Go Noir
67,Nombre de mégapixels de la deuxième caméra arrière,12 Mpx,Apple iPhone 15 128 Go Noir
68,Diaphragme fixe de la deuxième caméra arrière,"2,4",Apple iPhone 15 128 Go Noir
69,Type de stabilisation d'image de la deuxième caméra arrière,Stabilisation optique de l'image,Apple iPhone 15 128 Go Noir
70,Mise au point automatique deuxième caméra au dos,,Apple iPhone 15 128 Go Noir
71,Fonction zoom optique deuxième caméra au dos,,Apple iPhone 15 128 Go Noir
72,Troisième caméra arrière,,Apple iPhone 15 128 Go Noir
73,Quatrième caméra au dos,,Apple iPhone 15 128 Go Noir
74,Cinquième appareil photo à l'arrière,,Apple iPhone 15 128 Go Noir
75,Caméra avant,,Apple iPhone 15 128 Go Noir
76,Type de caméra avant,Dans l'écran,Apple iPhone 15 128 Go Noir
77,Nombre de mégapixels appareil photo avant,12 Mpx,Apple iPhone 15 128 Go Noir
78,Diaphragme fixe de la caméra avant,"1,9",Apple iPhone 15 128 Go Noir
79,Type de stabilisation d'image caméra avant,Pas de stabilisation d'image,Apple iPhone 15 128 Go Noir
80,Flash avant,,Apple iPhone 15 128 Go Noir
81,Deuxième caméra avant,,Apple iPhone 15 128 Go Noir
82,Diagonale de l'écran,"6,1 p",Apple iPhone 15 128 Go Noir
83,Screen-to-body-ratio,"86,4 %",Apple iPhone 15 128 Go Noir
84,Qualité écran,Très bien,Apple iPhone 15 128 Go Noir
85,Pliable,,Apple iPhone 15 128 Go Noir
86,Taux de rafraîchissement,60 Hz,Apple iPhone 15 128 Go Noir
87,Résolution hauteur,2556 px,Apple iPhone 15 128 Go Noir
88,Résolution largeur,1179 px,Apple iPhone 15 128 Go Noir
89,Densité de pixels,460 ppp,Apple iPhone 15 128 Go Noir
90,LED de notification,,Apple iPhone 15 128 Go Noir
91,Écran tactile,,Apple iPhone 15 128 Go Noir
92,Netteté,Super Retina XDR,Apple iPhone 15 128 Go Noir
93,Type d'écran,OLED,Apple iPhone 15 128 Go Noir
94,Antigriffes,,Apple iPhone 15 128 Go Noir
95,Gorilla Glass,,Apple iPhone 15 128 Go Noir
96,Coup de pouce pour votre HDR,,Apple iPhone 15 128 Go Noir
97,Type HDR,Dolby Vision,Apple iPhone 15 128 Go Noir
98,Capacité batterie/pile,3349 mAh,Apple iPhone 15 128 Go Noir
99,Fonction charge rapide,,Apple iPhone 15 128 Go Noir
100,Type de charge rapide,Power Delivery 3.0,Apple iPhone 15 128 Go Noir
101,Batterie chargée en 30 minutes,Entre 41 % et 50 %,Apple iPhone 15 128 Go Noir
102,Vitesse de chargement,Moyen,Apple iPhone 15 128 Go Noir
103,Puissance filaire charge rapide,20 W,Apple iPhone 15 128 Go Noir
104,Recharge sans fil,,Apple iPhone 15 128 Go Noir
105,Puissance charge rapide sans fil,15 W,Apple iPhone 15 128 Go Noir
106,Pour charger d'autres appareils sans fil,,Apple iPhone 15 128 Go Noir
107,Accu/batterie interchangeable,,Apple iPhone 15 128 Go Noir
108,Options de connexion internet,4G et 5G,Apple iPhone 15 128 Go Noir
109,Wi-Fi intégré,,Apple iPhone 15 128 Go Noir
110,Standard Wi-Fi,"Wi-Fi G (Wi-Fi 3), Wireless A (Wifi 2), Wireless AC (Wi-Fi 5), Wireless AX (Wi-Fi 6), Wireless AXE (Wifi 6E), Wireless B (Wifi 1), Wireless N (Wi-Fi 4)",Apple iPhone 15 128 Go Noir
111,Bluetooth,,Apple iPhone 15 128 Go Noir
112,Version Bluetooth,5.3,Apple iPhone 15 128 Go Noir
113,NFC,,Apple iPhone 15 128 Go Noir
114,Connexion casque audio,,Apple iPhone 15 128 Go Noir
115,Connexion USB,,Apple iPhone 15 128 Go Noir
116,Type de port USB,USB-C,Apple iPhone 15 128 Go Noir
117,Connexion Lightning,,Apple iPhone 15 128 Go Noir
118,Compatible avec Samsung DeX,,Apple iPhone 15 128 Go Noir
119,Bouton d'accueil,,Apple iPhone 15 128 Go Noir
120,Capteur d'empreintes digitales/identité,,Apple iPhone 15 128 Go Noir
121,Reconnaissance faciale,,Apple iPhone 15 128 Go Noir
122,Accéléromètre,,Apple iPhone 15 128 Go Noir
123,Capteur de lumière,,Apple iPhone 15 128 Go Noir
124,Boussole,,Apple iPhone 15 128 Go Noir
125,Podomètre,,Apple iPhone 15 128 Go Noir
126,Capteur GPS,,Apple iPhone 15 128 Go Noir
0,price,"€ 969,-",Apple iPhone 17 256 Go Bleu
1,Format téléphone portable,Moyen,Apple iPhone 17 256 Go Bleu
2,Qualité de la caméra,Très bien,Apple iPhone 17 256 Go Bleu
3,Catégorie de vitesse,Excellent,Apple iPhone 17 256 Go Bleu
4,Qualité écran,Excellent,Apple iPhone 17 256 Go Bleu
5,Capacité totale de stockage,256 Go,Apple iPhone 17 256 Go Bleu
6,Vitesse de chargement,Moyen,Apple iPhone 17 256 Go Bleu
7,Année d'introduction,2025,Apple iPhone 17 256 Go Bleu
8,Diagonale de l'écran,"6,3 p",Apple iPhone 17 256 Go Bleu
9,Produit,969423,Apple iPhone 17 256 Go Bleu
10,Code du fabricant,MG6L4ZD/A,Apple iPhone 17 256 Go Bleu
11,Marque,Apple,Apple iPhone 17 256 Go Bleu
12,Garantie,2 ans,Apple iPhone 17 256 Go Bleu
13,Traitement du défaut,Via Coolblue,Apple iPhone 17 256 Go Bleu
14,Type de GSM,Smartphone,Apple iPhone 17 256 Go Bleu
15,Utilisation recommandée,"Gaming, Internet, réseaux sociaux et jeux simples, Passer des appels et WhatsApp, Prendre des photos et faire des vidéos, Regarder des films et des séries, Retouche photo, Utilisation professionnelle",Apple iPhone 17 256 Go Bleu
16,Bundle comprenant,Pas d'accessoires,Apple iPhone 17 256 Go Bleu
17,Valeur et catégorie SAT,"1,2 W/kg (D)",Apple iPhone 17 256 Go Bleu
18,Année d'introduction,2025,Apple iPhone 17 256 Go Bleu
19,Mois de lancement,Septembre,Apple iPhone 17 256 Go Bleu
20,Système d'exploitation,iOS,Apple iPhone 17 256 Go Bleu
21,Version iOS à l'introduction,iOS 26,Apple iPhone 17 256 Go Bleu
22,Mise à jour vers version iOS possible,iOS 26,Apple iPhone 17 256 Go Bleu
23,Version iOs la plus récente,,Apple iPhone 17 256 Go Bleu
24,Le nombre prévu de mises à jour iOS,5,Apple iPhone 17 256 Go Bleu
25,Évaluation sur le nombre de mises à jour iOS restantes,Excellent,Apple iPhone 17 256 Go Bleu
26,Fréquence prévue des mises à jour de sécurité,Tous les trimestres,Apple iPhone 17 256 Go Bleu
27,Date prévue de la dernière mise à jour de sécurité,Septembre 2030,Apple iPhone 17 256 Go Bleu
28,Évaluation sur les mises à jour de sécurité restantes,Excellent,Apple iPhone 17 256 Go Bleu
29,Évaluation politique de mise à jour,Excellent,Apple iPhone 17 256 Go Bleu
30,Format téléphone portable,Moyen,Apple iPhone 17 256 Go Bleu
31,Hauteur,"14,96 cm",Apple iPhone 17 256 Go Bleu
32,Largeur,"7,15 cm",Apple iPhone 17 256 Go Bleu
33,Profondeur,"0,795 cm",Apple iPhone 17 256 Go Bleu
34,Poids,177 g,Apple iPhone 17 256 Go Bleu
35,Couleur,Bleu,Apple iPhone 17 256 Go Bleu
36,Certificat IP,IP68,Apple iPhone 17 256 Go Bleu
37,Antichoc,,Apple iPhone 17 256 Go Bleu
38,Reproduction sonore,Stéréo,Apple iPhone 17 256 Go Bleu
39,Aimant MagSafe,,Apple iPhone 17 256 Go Bleu
40,Catégorie de vitesse,Excellent,Apple iPhone 17 256 Go Bleu
41,Processeur,Puce A19 Bionic,Apple iPhone 17 256 Go Bleu
42,Capacité totale de stockage,256 Go,Apple iPhone 17 256 Go Bleu
43,Mémoire vive (RAM),8 Go,Apple iPhone 17 256 Go Bleu
44,Lecteur de carte mémoire,,Apple iPhone 17 256 Go Bleu
45,Déverrouillé,,Apple iPhone 17 256 Go Bleu
46,Double SIM,,Apple iPhone 17 256 Go Bleu
47,Contenu tiroir carte SIM,Un emplacement carte SIM et un emplacement pour une carte SIM numérique (eSim),Apple iPhone 17 256 Go Bleu
48,Qualité de la caméra,Très bien,Apple iPhone 17 256 Go Bleu
49,Nombre d'objectifs de la caméra arrière,2,Apple iPhone 17 256 Go Bleu
50,Caméra intégrée,,Apple iPhone 17 256 Go Bleu
51,Nombre total de mégapixels,48 Mpx,Apple iPhone 17 256 Go Bleu
52,Mise au point automatique,,Apple iPhone 17 256 Go Bleu
53,Type de mise au point automatique,Détection de phase autofocus,Apple iPhone 17 256 Go Bleu
54,Fonction vidéo,,Apple iPhone 17 256 Go Bleu
55,Qualité d'enregistrement vidéo,4K @ 60 fps,Apple iPhone 17 256 Go Bleu
56,Flash arrière,,Apple iPhone 17 256 Go Bleu
57,Type d'objectif,Standard,Apple iPhone 17 256 Go Bleu
58,Type de stabilisation d'image,Stabilisation optique de l'image,Apple iPhone 17 256 Go Bleu
59,Diaphragme,"1,6",Apple iPhone 17 256 Go Bleu
60,Type de flash,Dual LED,Apple iPhone 17 256 Go Bleu
61,Caméra compatible avec la technologie HDR,,Apple iPhone 17 256 Go Bleu
62,Type de capteur d'image,"1/1.56""",Apple iPhone 17 256 Go Bleu
63,Deuxième appareil Photo arrière,,Apple iPhone 17 256 Go Bleu
64,Type objectif appareil photo arrière 2,Grand angle,Apple iPhone 17 256 Go Bleu
65,Nombre de mégapixels de la deuxième caméra arrière,48 Mpx,Apple iPhone 17 256 Go Bleu
66,Diaphragme fixe de la deuxième caméra arrière,"2,2",Apple iPhone 17 256 Go Bleu
67,Type de stabilisation d'image de la deuxième caméra arrière,Pas de stabilisation d'image,Apple iPhone 17 256 Go Bleu
68,Mise au point automatique deuxième caméra au dos,,Apple iPhone 17 256 Go Bleu
69,Type autofocus tweede camera achterkant,Détection de phase autofocus,Apple iPhone 17 256 Go Bleu
70,Fonction zoom optique deuxième caméra au dos,,Apple iPhone 17 256 Go Bleu
71,Troisième caméra arrière,,Apple iPhone 17 256 Go Bleu
72,Quatrième caméra au dos,,Apple iPhone 17 256 Go Bleu
73,Cinquième appareil photo à l'arrière,,Apple iPhone 17 256 Go Bleu
74,Caméra avant,,Apple iPhone 17 256 Go Bleu
75,Type de caméra avant,Dans l'écran,Apple iPhone 17 256 Go Bleu
76,Nombre de mégapixels appareil photo avant,18 Mpx,Apple iPhone 17 256 Go Bleu
77,Diaphragme fixe de la caméra avant,"1,9",Apple iPhone 17 256 Go Bleu
78,Type de stabilisation d'image caméra avant,Stabilisation optique de l'image,Apple iPhone 17 256 Go Bleu
